year,company,eia_id,cec_id,plant,state,capacity_MW,gross_MWhm,net_MWh
2011,Los Angeles Department of Water & Power (LADWP),56433,W0368,Pine Tree Wind Power Plant,CA,135.0,293056,286156
2011,Not Available,Missing,W9999,CAISO In-State Wind Generation,CA,3857.0,7312230,7312230
