year,company,eia_id,cec_id,plant,state,capacity_MW,gross_MWhm,net_MWh
2014,Shiloh III Wind Project,56874,W0384,Shiloh Wind Project 2 LLC (Shiloh II & III),CA,150.0,405334,405334
2014,Terra-Gen Operating Company,50690,W0283,San Gorgonio Westwinds II,CA,40.9,110612,110612
2014,Terra-Gen Operating Company,52161,W0359,Kumeyaay Wind Farm,CA,50.0,139934,139934
2014,Terra-Gen Operating Company,54931,W0361,Whitewater Hill Partners LLC,CA,61.5,161043,161043
2014,Terra-Gen Operating Company,57757,W0367,Pacific Wind Project LLC,CA,140.0,317179,317179
2014,Terra-Gen Operating Company,57282,W0370,Alta I Wind Energy Center,CA,150.0,403255,403255
2014,Terra-Gen Operating Company,57291,W0372,Alta II Wind Energy Center,CA,150.0,328958,328958
2014,Terra-Gen Operating Company,57292,W0387,Alta III Wind Energy Center,CA,150.0,349247,349247
2014,Terra-Gen Operating Company,57293,W0388,Alta IV Wind Energy Center,CA,102.0,168322,168322
2014,Terra-Gen Operating Company,57294,W0389,Alta V Wind Energy Center,CA,168.0,269901,269901
2014,Terra-Gen Operating Company,10586,W0407,Cameron Ridge,CA,59.6,175663,175663
2014,Terra-Gen Operating Company,57834,W0415,Pinyon Pines Winds I,CA,168.0,365508,365508
2014,Terra-Gen Operating Company,57837,W0416,Pinyon Pines Winds II,CA,132.0,255624,255624
2014,Westwind Association,Missing,W0300,Westwind Partners LLC (ENXCO) - Decommissioned 7/1/2016,CA,9.1,13600,13600
2014,Windpower Partners 1993 LP,50276,W0318,Wintec Energy Ltd.,CA,5.9,7994,7994
2014,Windstar Energy LLC,57774,W0419,Windstar Energy LLC,CA,120.0,284314,284314
