year,company,eia_id,cec_id,plant,state,capacity_MW,gross_MWhm,net_MWh
2017,FPL Energy Operating Services Inc,52143,W0312,Mojave 3 (Mojave 3-4-5 (Desertwind II PPC Trust) - 6113),CA,23.5,56668,56668
2017,FPL Energy Operating Services Inc,50536,W0357,Solano Wind 12 (SMUD Solano Phase 2),CA,102.2,200409,200409
2017,FPL Energy Operating Services Inc,55152,W0358,Shiloh I Wind (Victory Garden Prtnr PHIV),CA,150.0,354640,354640
2017,FPL Energy Operating Services Inc,50823,W0364,Dillon Wind,CA,45.0,125165,125165
2017,FPL Energy Operating Services Inc,52143,W0365,Difwind Farms LTD I,CA,6.5,8308,8308
2017,FPL Energy Operating Services Inc,52143,W0366,Difwind Farms LTD II,CA,4.2,4347,4347
2017,Hatchet Ridge Wind LLC,56654,W0369,Hatchet Ridge Wind LLC,CA,101.2,292430,292430
2017,International Turbine Research,10005,W0354,International Turbine Research Inc. (Retired June 14 2018),CA,18.4,20957,20957
2017,Los Angeles Department of Water & Power (LADWP),56433,W0368,Pine Tree Wind Power Plant,CA,135.0,277814,277814
2017,Mesa Wind Power Corporation,50535,W0260,Mesa Wind Power Corporation,CA,29.9,5211,5211
2017,Mojave 16/17/18 LLC,50822,W0313,Mojave 16 17 18 (Mojave 16-17-18  (Desertwind III PPC Trust) - 6063-6114),CA,83.6,105088,105088
2017,NextEra Energy Resources LLC,57201,W0371,FPL Energy Montezuma Winds LLC,CA,36.8,88736,88736
2017,NextEra Energy Resources LLC,57701,W0392,Montezuma Wind II,CA,78.2,178426,178426
2017,NextEra Energy Resources LLC,57700,W0394,Vasco Wind Energy Center,CA,78.2,233404,233404
2017,NextEra Energy Resources LLC,50013,W0423,Diablo Wind LLC,CA,18.0,61056,61056
2017,North Sky River Energy LLC,58121,W0414,North Sky River LLC,CA,162.0,485691,485691
2017,Not Available,50552,W0258,Cabazon Wind Partners LLC,CA,40.9,116822,116822
2017,Not Available,50532,W0271,Wind Stream Operations 6039 (Zond Systems  Inc - 6039),CA,6.3,7611,7611
2017,Not Available,50532,W0272,Wind Stream Operations 6040 (Zond Systems  Inc - 6040),CA,6.7,8818,8818
2017,Not Available,50532,W0273,Wind Stream Operations 6041 (Zond Systems  Inc - 6041),CA,4.5,4842,4842
2017,Not Available,56570,W0274,Wind Stream Operations 6042 (Zond Systems  Inc - 6042),CA,6.3,8538,8538
2017,Not Available,52161,W0275,85A (Zond Systems  Inc - 6043),CA,14.1,16381,16381
2017,Not Available,52163,W0276,85B (Zond Systems  Inc - 6044),CA,21.1,19492,19492
2017,Not Available,50536,W0289,Sky River Partnership (ESI Energy  Inc - 6065),CA,69.8,141989,141989
2017,Not Available,Missing,W0304,Victory Gardens IV (6103),CA,20.7,31493,31493
2017,Not Available,52161,W0306,Terra-Gen 251 Wind (Zond Monolith X),CA,16.9,24458,24458
2017,Not Available,Missing,W0310,Wind Stream Operations 6111 (AES Tehachapi Wind - Zond Systems  Inc - Northwind),CA,6.3,7335,7335
2017,Not Available,50533,W0311,Painted Hills Wind Developers (Zond Systems Inc - 6112),CA,19.2,31823,31823
2017,Not Available,Missing,W0465,Scheid Vineyards,CA,1.9,845,845
2017,Oasis Power Partners LLC,56302,W0385,Oasis Power Partners LLC,CA,60.0,174020,174020
2017,Pettern Energy (Ocotillo LLC),57514,W0409,Ocotillo Express LLC,CA,265.4,541953,541953
2017,Ridgetop Energy LLC,54931,W0265,Ridgetop Energy II (Cannon Energy Corp),CA,46.9,144090,144090
2017,Ridgetop Energy LLC,10597,W0297,Ridgetop Energy (Cannon Energy Corp - 6092),CA,28.5,48346,48346
2017,San Gorgornio Farms Inc,50281,W0261,San Gorgonio Farms Wind Farm,CA,30.9,86019,86019
2017,San Gorgornio Farms Inc,10718,W0286,Karen Avenue Wind Farm,CA,11.7,27253,27253
2017,Seawest Energy Group,54258,W0277,Phoenix Wind (Section 20 Trust),CA,2.1,0,0
2017,Seawest Energy Group,50820,W0278,East Winds Project (NAWP Inc),CA,3.0,6615,6615
2017,Seawest Energy Group,40485,W0292,Altech III (NAWP Inc. - 6087),CA,18.2,21522,21522
2017,Seawest Energy Group,57302,W0299,Green Power I (Dutch Energy Corp),CA,16.2,25272,25272
2017,Seawest Energy Group,56075,W0355,High Winds,CA,162.0,306853,306853
2017,Seawest Energy Group,58092,W0356,Solano Wind 3 (SMUD Solano Phase 1),CA,127.8,332368,332368
2017,See WPRS for details,Missing,W0259,Mogul Energy,CA,4.0,0,0
2017,See WPRS for details,50386,W0262,Windland Inc Boxcar I,CA,7.5,16901,16901
2017,See WPRS for details,Missing,W0301,Windland Inc Boxcar II,CA,7.8,18268,18268
2017,See WPRS for details,50754,W0319,Oak Creek Wind Power,CA,31.5,62261,62261
2017,See WPRS for details,10586,W0360,Mountain View III,CA,22.4,63397,63397
2017,See WPRS for details,54686,W0374,Difwind Farms Ltd VI,CA,22.3,32646,32646
2017,See WPRS for details,54453,W0380,EDF Renewable Windfarm V Inc (ENXCO V),CA,15.5,23308,23308
2017,See WPRS for details,Missing,W0390,Golden Acorn Casino,CA,1.0,3698,3698
2017,See WPRS for details,Missing,W0413,WAGNER WIND LLC,CA,6.0,17615,17615
2017,See WPRS for details,Missing,W0420,Manzana Wind,CA,189.0,504558,504558
2017,See WPRS for details,Missing,W0421,Shiloh III Wind Project LLC,CA,102.5,250578,250578
2017,See WPRS for details,Missing,W0422,Shiloh IV Wind Project LLC,CA,102.5,268221,268221
2017,See WPRS for details,Missing,W0426,Buena Vista Energy LLC,CA,38.0,86416,86416
2017,See WPRS for details,Missing,W0430,Mountain View IV,CA,49.0,128856,128856
2017,See WPRS for details,Missing,W0437,Wintec Energy #2-A,CA,1.3,3542,3542
2017,See WPRS for details,59236,W0438,Rising Tree Wind Farm III,CA,99.0,334683,334683
2017,See WPRS for details,Missing,W0439,Dutch Energy Wind Farm,CA,9.5,16608,16608
2017,See WPRS for details,Missing,W0440,Garnet Wind Energy Center,CA,6.5,17232,17232
2017,See WPRS for details,Missing,W0441,Alta X Wind Energy Center,CA,136.8,343480,343480
2017,See WPRS for details,Missing,W0442,Alta XI Wind Energy Center,CA,89.7,237246,237246
2017,See WPRS for details,Missing,W0443,Mojave 4,CA,29.0,70584,70584
2017,See WPRS for details,Missing,W0444,Mojave 5,CA,22.5,56623,56623
2017,See WPRS for details,Missing,W0445,Coram Tehachapi LP,CA,6.5,12554,12554
2017,See WPRS for details,Missing,W0447,San Gorgonio Wind,CA,49.5,167064,167064
2017,See WPRS for details,Missing,W0449,Terra-Gen VG Wind,CA,6.7,9983,9983
2017,See WPRS for details,Missing,W0450,Mountain View I,CA,44.4,104527,104527
2017,See WPRS for details,Missing,W0451,Mountain View II,CA,22.2,51726,51726
2017,See WPRS for details,Missing,W0452,Cabazon Wind,CA,38.8,63474,63474
2017,See WPRS for details,Missing,W0455,City of Soledad,CA,1.0,4024,4024
2017,See WPRS for details,Missing,W0457,Taylor Farms,CA,1.0,3662,3662
2017,See WPRS for details,Missing,W0458,Rising Tree Wind Farm I,CA,79.2,251067,251067
2017,See WPRS for details,Missing,W0459,Rising Tree Wind Farm II,CA,19.8,54593,54593
2017,See WPRS for details,60049,W0461,Golden Hills,CA,85.9,280310,280310
2017,See WPRS for details,Missing,W0463,Coram Energy LLC,CA,15.0,45974,45974
2017,See WPRS for details,Missing,W0468,Golden Hills North,CA,46.0,9254,9254
2017,Shiloh III Wind Project,56874,W0384,Shiloh Wind Project 2 LLC (Shiloh II & III),CA,153.8,376605,376605
2017,Terra-Gen Operating Company,50690,W0283,San Gorgonio Westwinds II,CA,43.4,110549,110549
2017,Terra-Gen Operating Company,52161,W0359,Kumeyaay Wind Farm,CA,50.0,118317,118317
2017,Terra-Gen Operating Company,54931,W0361,Whitewater Hill Partners LLC,CA,61.5,165042,165042
2017,Terra-Gen Operating Company,57757,W0367,Pacific Wind Project LLC,CA,143.5,309711,309711
2017,Terra-Gen Operating Company,57282,W0370,Alta I Wind Energy Center,CA,150.0,369964,369964
2017,Terra-Gen Operating Company,57291,W0372,Alta II Wind Energy Center,CA,150.0,326079,326079
2017,Terra-Gen Operating Company,57292,W0387,Alta III Wind Energy Center,CA,150.0,350658,350658
2017,Terra-Gen Operating Company,57293,W0388,Alta IV Wind Energy Center,CA,102.0,164311,164311
2017,Terra-Gen Operating Company,57294,W0389,Alta V Wind Energy Center,CA,168.0,265960,265960
2017,Terra-Gen Operating Company,10586,W0407,Cameron Ridge,CA,59.7,167738,167738
2017,Terra-Gen Operating Company,57834,W0415,Pinyon Pines Winds I,CA,168.0,319581,319581
2017,Terra-Gen Operating Company,57837,W0416,Pinyon Pines Winds II,CA,132.0,230441,230441
2017,Windpower Partners 1993 LP,50276,W0318,Wintec Energy Ltd.,CA,2.2,2044,2044
2017,Windstar Energy LLC,57774,W0419,Windstar Energy LLC,CA,120.0,285384,285384
