year,company,eia_id,cec_id,plant,state,capacity_MW,gross_MWhm,net_MWh
2010,Los Angeles Department of Water & Power (LADWP),56433,W0368,Pine Tree Wind Power Plant,CA,120.0,306386,306386
2010,Not Available,Missing,W9999,CAISO In-State Wind Generation,CA,3062.9,5865290,5865290
