,year,company,eia_id,cec_id,plant,state,capacity_MW,gross_MWhm,net_MWh
75,2014,San Gorgornio Farms Inc,10718,W0286,Karen Avenue Wind Farm,CA,11.7,28647,28647
76,2014,Seawest Energy Group,54258,W0277,Phoenix Wind (Section 20 Trust),CA,2.1,5453,5453
77,2014,Seawest Energy Group,50820,W0278,East Winds Project (NAWP Inc),CA,4.2,4771,4771
78,2014,Seawest Energy Group,40485,W0292,Altech III (NAWP Inc. - 6087),CA,27.4,39256,39256
79,2014,Seawest Energy Group,Missing,W0298,Seawest Industries  Inc San Jacinto - Retired 11/1/2015,CA,4.4,1277,1277
80,2014,Seawest Energy Group,57302,W0299,Green Power I (Dutch Energy Corp),CA,16.5,26897,26897
81,2014,Seawest Energy Group,56075,W0355,High Winds,CA,162.0,329419,329419
82,2014,Seawest Energy Group,58092,W0356,Solano Wind 3 (SMUD Solano Phase 1),CA,129.0,350992,350992
83,2014,See WPRS for details,Missing,W0259,Mogul Energy,CA,4.0,1752,1752
84,2014,See WPRS for details,50386,W0262,Windland Inc Boxcar I,CA,7.3,15447,15447
85,2014,See WPRS for details,Missing,W0266,CTV Management Group - 6029 - Merged with W0463 - 12/31/2015,CA,7.5,22464,22464
86,2014,See WPRS for details,54299,W0280,CTV Management Group - Merged with W0463 - 12/31/2015,CA,3.0,8317,8317
87,2014,See WPRS for details,Missing,W0301,Windland Inc Boxcar II,CA,8.0,18531,18531
88,2014,See WPRS for details,50754,W0319,Oak Creek Wind Power,CA,31.5,61849,61849
89,2014,See WPRS for details,50712,W0322,Altamont Pass Windplant -Retired 11/1/2015,CA,87.6,107122,107122
90,2014,See WPRS for details,Missing,W0333,ALTAMONT-  01W035 - Retired 10/31/2015,CA,50.0,79630,79630
91,2014,See WPRS for details,Missing,W0337,ALTAMONT - 01W146A - Retired 10/31/2015,CA,30.0,51378,51378
92,2014,See WPRS for details,Missing,W0340,ALTAMONT - 01W146D - Retired 11/1/2015,CA,15.0,13967,13967
93,2014,See WPRS for details,50001,W0346,Altamont Midway Ltd - Retired 4/1/2015,CA,9.0,9513,9513
94,2014,See WPRS for details,Missing,W0347,ALTAMONT - 16W011 - Retired 10/31/2015,CA,10.0,12792,12792
95,2014,See WPRS for details,56213,W0352,Patterson Pass -Retired 11/1/2014,CA,18.1,28216,28216
96,2014,See WPRS for details,Missing,W0353,Dyer Road - Retired 4/1/2015,CA,7.4,4547,4547
97,2014,See WPRS for details,10586,W0360,Mountain View III,CA,22.4,70370,70370
98,2014,See WPRS for details,54686,W0374,Difwind Farms Ltd VI,CA,24.4,39909,39909
99,2014,See WPRS for details,10815,W0375,Difwind VII - Retired 11/1/2015,CA,21.4,35900,35900
100,2014,See WPRS for details,54678,W0376,Difwind VIII - Retired 8/14/2014,CA,12.0,3257,3257
101,2014,See WPRS for details,Missing,W0377,DifWind IX - Retired 11/1/2015,CA,14.5,18001,18001
102,2014,See WPRS for details,54453,W0380,EDF Renewable Windfarm V Inc (ENXCO V),CA,16.1,33496,33496
103,2014,See WPRS for details,Missing,W0382,Alta Mesa Phase III - In Litigation - No reporting,CA,28.2,17116,17116
104,2014,See WPRS for details,Missing,W0390,Golden Acorn Casino,CA,1.0,1509,1509
105,2014,See WPRS for details,Missing,W0413,WAGNER WIND LLC,CA,6.0,18363,18363
106,2014,See WPRS for details,Missing,W0420,Manzana Wind,CA,189.0,528764,528764
107,2014,See WPRS for details,Missing,W0421,Shiloh III Wind Project LLC,CA,100.0,271621,271621
108,2014,See WPRS for details,Missing,W0422,Shiloh IV Wind Project LLC,CA,100.0,287027,287027
109,2014,See WPRS for details,Missing,W0426,Buena Vista Energy LLC,CA,38.0,93841,93841
110,2014,See WPRS for details,Missing,W0429,Helzel & Schwarzhoff 88 (Decommissioned 3/31/2016),CA,1.8,2539,2539
111,2014,See WPRS for details,Missing,W0430,Mountain View IV,CA,49.0,156194,156194
112,2014,See WPRS for details,Missing,W0437,Wintec Energy #2-A,CA,1.3,3930,3930
113,2014,See WPRS for details,Missing,W0439,Dutch Energy Wind Farm,CA,10.0,20083,20083
114,2014,See WPRS for details,Missing,W0440,Garnet Wind Energy Center,CA,6.5,20072,20072
115,2014,See WPRS for details,Missing,W0441,Alta X Wind Energy Center,CA,136.8,328083,328083
116,2014,See WPRS for details,Missing,W0442,Alta XI Wind Energy Center,CA,89.7,249985,249985
117,2014,See WPRS for details,Missing,W0443,Mojave 4,CA,29.0,74810,74810
118,2014,See WPRS for details,Missing,W0444,Mojave 5,CA,22.5,60733,60733
119,2014,See WPRS for details,Missing,W0445,Coram Tehachapi LP,CA,6.5,13236,13236
120,2014,See WPRS for details,Missing,W0446,Windpower Partners 1992  L.P - Retired 11/1/2015,CA,30.0,34365,34365
121,2014,See WPRS for details,Missing,W0447,San Gorgonio Wind,CA,49.5,183708,183708
122,2014,See WPRS for details,Missing,W0449,Terra-Gen VG Wind,CA,7.4,14100,14100
123,2014,See WPRS for details,Missing,W0450,Mountain View I,CA,44.4,136298,136298
124,2014,See WPRS for details,Missing,W0451,Mountain View II,CA,22.2,67724,67724
125,2014,See WPRS for details,Missing,W0452,Cabazon Wind,CA,38.8,56706,56706
126,2014,See WPRS for details,Missing,W0453,Windpower Partners 1991  L.P. - Retired 11/1/2015,CA,16.3,8218,8218
127,2014,See WPRS for details,Missing,W0455,City of Soledad,CA,1.0,340,340
128,2014,See WPRS for details,Missing,W0457,Taylor Farms,CA,1.0,210,210
129,2014,See WPRS for details,Missing,W0458,Rising Tree Wind Farm I,CA,79.2,905,905
130,2014,See WPRS for details,Missing,W0459,Rising Tree Wind Farm II,CA,19.8,127,127
131,2014,Shiloh III Wind Project,56874,W0384,Shiloh Wind Project 2 LLC (Shiloh II & III),CA,150.0,405334,405334
132,2014,Terra-Gen Operating Company,50690,W0283,San Gorgonio Westwinds II,CA,40.9,110612,110612
133,2014,Terra-Gen Operating Company,52161,W0359,Kumeyaay Wind Farm,CA,50.0,139934,139934
134,2014,Terra-Gen Operating Company,54931,W0361,Whitewater Hill Partners LLC,CA,61.5,161043,161043
135,2014,Terra-Gen Operating Company,57757,W0367,Pacific Wind Project LLC,CA,140.0,317179,317179
136,2014,Terra-Gen Operating Company,57282,W0370,Alta I Wind Energy Center,CA,150.0,403255,403255
137,2014,Terra-Gen Operating Company,57291,W0372,Alta II Wind Energy Center,CA,150.0,328958,328958
138,2014,Terra-Gen Operating Company,57292,W0387,Alta III Wind Energy Center,CA,150.0,349247,349247
139,2014,Terra-Gen Operating Company,57293,W0388,Alta IV Wind Energy Center,CA,102.0,168322,168322
140,2014,Terra-Gen Operating Company,57294,W0389,Alta V Wind Energy Center,CA,168.0,269901,269901
141,2014,Terra-Gen Operating Company,10586,W0407,Cameron Ridge,CA,59.6,175663,175663
142,2014,Terra-Gen Operating Company,57834,W0415,Pinyon Pines Winds I,CA,168.0,365508,365508
143,2014,Terra-Gen Operating Company,57837,W0416,Pinyon Pines Winds II,CA,132.0,255624,255624
144,2014,Westwind Association,Missing,W0300,Westwind Partners LLC (ENXCO) - Decommissioned 7/1/2016,CA,9.1,13600,13600
145,2014,Windpower Partners 1993 LP,50276,W0318,Wintec Energy Ltd.,CA,5.9,7994,7994
146,2014,Windstar Energy LLC,57774,W0419,Windstar Energy LLC,CA,120.0,284314,284314
147,2015,Aero Energy LLC,57774,W0285,Windridge Project (Retired 5/31/2015),CA,2.2,0,0
148,2015,Alta Wind VIII LLC,57835,W0393,Alta Wind VIII LLC,CA,150.0,231523,231523
149,2015,BP Wind Energy North America,50553,W0391,Edom Hills Project 1 LLC,CA,20.0,43414,43414
150,2015,CalWind Resources Inc,10191,W0284,Wind Resource I (Calwind Wind Resource I),CA,8.7,12097,12097
151,2015,CalWind Resources Inc,54909,W0320,Wind Resource II (Calwind),CA,20.0,35263,35263
152,2015,Coram California Development LP,57962,W0408,Coram California Development LP,CA,102.0,237349,237349
153,2015,Coram Energy Group Ltd,54298300,W0294,CTV Management Group - 6089 - Merged with W0263 - 12/31/2015,CA,4.5,10140,10140
154,2015,Difwinds Farm Ltd V,54685,W0386,Difwind Farms LTD V,CA,11.6,15874,15874
155,2015,EUI Management PH Inc,10027,W0268,EUIPH Wind Farm,CA,25.5,41008,41008
156,2015,EverPower Wind Holdings Inc,57833,W0406,Mustang Hills LLC (Alta Wind VI Energy Center),CA,150.0,252833,252833
157,2015,Foundation Windpower,57594,W0395,Teichert Vernalis,CA,1.5,1598,1598
158,2015,Foundation Windpower,57626,W0396,Safeway Tracy,CA,2.0,2325,2325
159,2015,Foundation Windpower,57792,W0397,IEUA,CA,1.0,467,467
160,2015,Foundation Windpower,57791,W0398,Anheuser-Busch,CA,1.5,2170,2170
161,2015,Foundation Windpower,58112,W0399,Cemex Madison,CA,1.0,1405,1405
162,2015,Foundation Windpower,58105,W0400,Wal-Mart Red Bluff,CA,1.0,1889,1889
163,2015,Foundation Windpower,58113,W0401,Robertsons Ready-Mix,CA,2.0,7510,7510
164,2015,Foundation Windpower,58114,W0402,Nestle Waters,CA,3.2,12735,12735
165,2015,Foundation Windpower,58102,W0403,Cemex BMQ,CA,3.0,2926,2926
166,2015,Foundation Windpower,58105,W0404,Cemex River Plant,CA,3.2,2581,2581
167,2015,Foundation Windpower,58104,W0405,Superior Farms,CA,1.0,1521,1521
168,2015,Foundation Windpower,Missing,W0456,Anheuser-Busch #2,CA,1.6,2463,2463
169,2015,FPL Energy Operating Services Inc,54647,W0270,Terra-Gen Mojave Windfarms (TPC Wind Farms - Tehachapi Power Purchase Trust),CA,28.4,56134,56134
170,2015,FPL Energy Operating Services Inc,52143,W0312,Mojave 3 (Mojave 3-4-5 (Desertwind II PPC Trust) - 6113),CA,23.5,53314,53314
171,2015,FPL Energy Operating Services Inc,50536,W0357,Solano Wind 12 (SMUD Solano Phase 2),CA,102.2,212781,212781
172,2015,FPL Energy Operating Services Inc,55152,W0358,Shiloh I Wind (Victory Garden Prtnr PHIV),CA,150.0,417393,417393
173,2015,FPL Energy Operating Services Inc,50823,W0364,Dillon Wind,CA,45.0,137463,137463
174,2015,FPL Energy Operating Services Inc,52143,W0365,Difwind Farms LTD I,CA,7.2,11792,11792
175,2015,FPL Energy Operating Services Inc,52143,W0366,Difwind Farms LTD II,CA,5.4,5634,5634
