year,company,eia_id,cec_id,plant,state,capacity_MW,gross_MWhm,net_MWh
2012,Los Angeles Department of Water & Power (LADWP),56433,W0368,Pine Tree Wind Power Plant,CA,135.0,281708,281708
2012,Not Available,Missing,W9999,CAISO In-State Wind Generation,CA,4831.9,8960490,8960490
