year, company, eia_id, cec_id, plant, state, capacity_MW, gross_MWhm, net_MWh
2013,Los Angeles Department of Water & Power (LADWP),56433,W0368,Pine Tree Wind Power Plant,CA,135.0,258555,258555
2013,Not Available,Missing,W9999,CAISO In-State Wind Generation,CA,5650.2,11705700,11705700
